Genre,Publisher,Rating,Greatest_Sales
Platform,Vivendi Games,E,NA
Platform,505 Games,?,JP
Misc,THQ,E,NA
Role-Playing,Banpresto,T,Other
Shooter,Electronic Arts,M,EU
Shooter,Ignition Entertainment,T,NA
Sports,Sony Computer Entertainment,E10+,Other
Shooter,Play It,M,Other
Strategy,Namco Bandai Games,?,JP
Sports,Konami Digital Entertainment,E,EU
Misc,SouthPeak Games,E10+,NA
Adventure,Telltale Games,?,NA
Sports,Sony Computer Entertainment,E,NA
Puzzle,Nintendo,E,JP
Role-Playing,Sony Computer Entertainment,?,NA
Misc,Unknown,T,NA
Simulation,Deep Silver,E,NA
Racing,Codemasters,?,NA
Role-Playing,Virgin Interactive,T,NA
Action,Electronic Arts,?,NA
Sports,THQ,?,NA
Role-Playing,Nippon Ichi Software,?,JP
Action,GT Interactive,?,NA
Role-Playing,Sunsoft,?,NA
Role-Playing,LucasArts,T,EU
Misc,Electronic Arts,E,NA
Fighting,Capcom,?,JP
Misc,Sega,T,JP
Shooter,Electronic Arts,T,Other
Sports,THQ,?,NA
Shooter,Sony Computer Entertainment,?,JP
Adventure,THQ,E10+,NA
Action,Square Enix,?,JP
Sports,Atari,E,NA
Fighting,Acclaim Entertainment,?,JP
Action,PQube,M,JP
Action,Ubisoft,E10+,EU
Sports,Destineer,T,NA
Action,Warner Bros. Interactive Entertainment,E10+,EU
Sports,Activision Value,T,NA
Sports,Mindscape,?,NA
Adventure,Sony Computer Entertainment,E,Other
Misc,Atari,?,NA
Action,Tecmo Koei,?,JP
Platform,Kemco,?,NA
Action,D3Publisher,?,NA
Action,Eidos Interactive,M,NA
Action,D3Publisher,?,JP
Action,Sony Computer Entertainment,T,EU
Racing,Activision,E,NA
Action,SouthPeak Games,M,NA
Platform,Warner Bros. Interactive Entertainment,E,NA
Sports,Konami Digital Entertainment,?,JP
Shooter,Electronic Arts,M,EU
Action,Capcom,?,JP
Role-Playing,Zushi Games,?,NA
Fighting,Atari,T,NA
Sports,Sega,E,EU
Racing,Atari,E,Other
Role-Playing,Ubisoft Annecy,T,JP
Role-Playing,Deep Silver,M,EU
Adventure,Mattel Interactive,?,NA
Action,TDK Mediactive,?,NA
Adventure,Imadio,?,JP
Racing,Ubisoft,E10+,NA
Platform,Ubisoft,E10+,EU
Platform,Disney Interactive Studios,E10+,NA
Sports,Acclaim Entertainment,?,NA
Sports,Konami Digital Entertainment,?,JP
Strategy,Take-Two Interactive,?,NA
Adventure,Swing! Entertainment,M,NA
Role-Playing,505 Games,E10+,JP
Sports,Konami Digital Entertainment,?,NA
Role-Playing,Idea Factory,T,JP
Action,Capcom,M,JP
Sports,Midway Games,E,NA
Fighting,SNK,?,JP
Sports,Take-Two Interactive,E,NA
Platform,Unknown,?,NA
Platform,Disney Interactive Studios,E10+,NA
Adventure,Warner Bros. Interactive Entertainment,E10+,EU
Shooter,Take-Two Interactive,M,NA
Strategy,Ubisoft,T,EU
Simulation,Virgin Interactive,?,NA
Action,Vivendi Games,T,NA
Sports,Konami Digital Entertainment,?,JP
Action,Ubisoft Annecy,T,JP
Puzzle,Virgin Interactive,E,NA
Misc,Warner Bros. Interactive Entertainment,?,NA
Action,THQ,T,NA
Fighting,Namco Bandai Games,?,JP
Action,Warner Bros. Interactive Entertainment,E10+,EU
Puzzle,PopCap Games,E,NA
Simulation,Ubisoft,E,NA
Role-Playing,Electronic Arts,?,EU
Misc,Sony Music Entertainment,?,JP
Adventure,Aqua Plus,?,JP
Misc,Take-Two Interactive,?,NA
Platform,Capcom,?,JP
Adventure,NEC,?,JP
Sports,Take-Two Interactive,E,NA
Simulation,Excalibur Publishing,?,EU
Misc,505 Games,E,NA
Action,Disney Interactive Studios,E10+,NA
Misc,Electronic Arts,E,NA
Simulation,Ubisoft,T,NA
Strategy,Vivendi Games,T,EU
Action,Activision,E10+,NA
Shooter,Activision,?,NA
Sports,Electronic Arts,?,NA
Racing,Ubisoft,E,NA
Racing,Vivendi Games,E,NA
Sports,Namco Bandai Games,?,JP
Role-Playing,Sega,?,JP
Action,Sony Computer Entertainment,?,JP
Puzzle,Sega,?,JP
Role-Playing,Atari,E,JP
Role-Playing,Eidos Interactive,E10+,NA
Shooter,THQ,?,JP
Racing,Sega,?,JP
Fighting,Capcom,?,NA
Fighting,Sega,?,Other
Action,Capcom,M,NA
Simulation,THQ,?,NA
Shooter,Take-Two Interactive,T,NA
Action,Square Enix,M,JP
Misc,Sony Computer Entertainment,?,JP
Role-Playing,Havas Interactive,M,EU
Misc,Oxygen Interactive,T,NA
Action,Hip Interactive,T,NA
Action,Vivendi Games,E,NA
Strategy,Tecmo Koei,?,JP
Puzzle,505 Games,E,NA
Role-Playing,Sega,?,JP
Simulation,JoWood Productions,E10+,NA
Racing,LEGO Media,?,NA
Simulation,Ubisoft,T,NA
Misc,Brash Entertainment,E,NA
Action,Electronic Arts,E,NA
Sports,Konami Digital Entertainment,?,JP
Sports,Electronic Arts,E,Other
Action,Midway Games,E,NA
Racing,THQ,E,NA
Action,Warner Bros. Interactive Entertainment,M,NA
Sports,Take-Two Interactive,E,NA
Misc,Microsoft Game Studios,?,EU
Fighting,Atlus,T,JP
Sports,Acclaim Entertainment,E,NA
Sports,Sony Computer Entertainment,E,Other
Adventure,Ubisoft,T,NA
Action,Activision,E10+,EU
Misc,Sony Computer Entertainment,?,NA
Misc,THQ,E10+,EU
Action,Konami Digital Entertainment,?,JP
Racing,Atari,E,NA
Strategy,Namco Bandai Games,?,JP
Action,Ubisoft,T,NA
Shooter,Sony Computer Entertainment,T,Other
Role-Playing,Rising Star Games,T,NA
Fighting,Virgin Interactive,?,JP
Misc,Warner Bros. Interactive Entertainment,?,NA
Misc,Rising Star Games,E,NA
Misc,505 Games,T,NA
Action,Activision,E10+,NA
Action,Acclaim Entertainment,?,NA
Sports,Acclaim Entertainment,?,NA
Shooter,Ignition Entertainment,T,NA
Platform,Disney Interactive Studios,E,NA
Racing,THQ,E,NA
Sports,Electronic Arts,E,NA
Action,Electronic Arts,E10+,NA
Misc,Ubisoft,E,NA
Sports,Eidos Interactive,E,Other
Misc,Ubisoft,E,NA
Sports,Sega,?,NA
Shooter,Tripwire Interactive,M,EU
Strategy,Activision,T,NA
Action,Activision,?,NA
Fighting,Acclaim Entertainment,T,NA
Role-Playing,Namco Bandai Games,?,JP
Action,Nihon Falcom Corporation,?,JP
Puzzle,Nintendo,E,JP
Racing,Midway Games,T,NA
Platform,Ubisoft,E,NA
Action,THQ,?,NA
Sports,Infogrames,E,EU
Simulation,Ubisoft,E,NA
Role-Playing,Square Enix,?,JP
Racing,Activision,E,NA
Shooter,Electronic Arts,T,NA
Sports,Deep Silver,?,NA
Strategy,Tecmo Koei,?,JP
Sports,THQ,E,NA
Action,Rocket Company,?,JP
Action,GT Interactive,?,EU
Sports,Activision,E,NA
Platform,Konami Digital Entertainment,T,EU
Adventure,Banpresto,?,JP
Adventure,Telltale Games,?,EU
Sports,Codemasters,?,EU
Sports,Electronic Arts,E,Other
Platform,Ubisoft,E,NA
Misc,System 3 Arcade Software,E,NA
Adventure,Square Enix,M,EU
Action,Namco Bandai Games,T,JP
Action,Konami Digital Entertainment,T,Other
Misc,D3Publisher,?,JP
Misc,Gathering of Developers,M,Other
Shooter,Bethesda Softworks,M,NA
Action,Banpresto,?,JP
Action,Activision,M,NA
Role-Playing,Konami Digital Entertainment,?,JP
Sports,Sega,E,NA
Fighting,Atari,?,Other
Puzzle,Avanquest,E,NA
Racing,Ubisoft,E10+,NA
Puzzle,DreamCatcher Interactive,E,NA
Sports,Konami Digital Entertainment,?,JP
Adventure,City Interactive,E,NA
Misc,Zoo Digital Publishing,E,NA
Role-Playing,Spike,?,JP
Strategy,Sony Computer Entertainment,?,JP
Misc,Ubisoft,E,NA
Simulation,Bethesda Softworks,?,Other
Fighting,505 Games,T,NA
Platform,THQ,E,NA
Action,THQ,?,NA
Misc,Atari,E,NA
Shooter,Electronic Arts,M,EU
Racing,Electronic Arts,E,NA
Misc,Ubisoft,E,NA
Role-Playing,Atlus,?,JP
Role-Playing,Konami Digital Entertainment,T,Other
Action,Sony Computer Entertainment,T,JP
Role-Playing,Electronic Arts,?,EU
Action,THQ,?,EU
Role-Playing,Tecmo Koei,?,JP
Role-Playing,Konami Digital Entertainment,?,EU
Role-Playing,Focus Home Interactive,M,NA
Action,D3Publisher,E,NA
Misc,Sony Computer Entertainment,T,Other
Sports,Take-Two Interactive,E10+,NA
Action,Atari,E10+,NA
Action,Mindscape,T,NA
Role-Playing,Compile Heart,?,JP
Sports,Midway Games,?,EU
Puzzle,Zoo Digital Publishing,E10+,NA
Fighting,Nippon Ichi Software,?,JP
Misc,Namco Bandai Games,?,JP
Sports,Take-Two Interactive,E10+,Other
Role-Playing,Atlus,M,Other
Action,Kemco,M,NA
Sports,Midway Games,E,EU
Adventure,Activision,E10+,NA
Platform,Sony Computer Entertainment,E10+,JP
Action,SouthPeak Games,M,JP
Sports,Atari,T,NA
Shooter,Activision,?,NA
Sports,Sony Computer Entertainment,E,Other
Racing,THQ,?,EU
Action,3DO,T,Other
Misc,Ubisoft,E,NA
Puzzle,Nintendo,E,JP
Misc,Sega,E,NA
Misc,Atari,?,NA
Role-Playing,Tecmo Koei,E,JP
Action,Ubisoft,T,NA
Action,Atari,T,NA
Role-Playing,Acquire,?,JP
Sports,Ubisoft,?,EU
Sports,Electronic Arts,E,NA
Adventure,Eidos Interactive,E,EU
Racing,Slightly Mad Studios,E,EU
Racing,Tecmo Koei,E10+,NA
Fighting,Warner Bros. Interactive Entertainment,?,Other
Action,SCS Software,?,EU
Platform,Activision,?,NA
Role-Playing,Nippon Ichi Software,T,NA
Sports,Take-Two Interactive,E10+,NA
Strategy,Sega,?,JP
Sports,Konami Digital Entertainment,?,JP
Role-Playing,Namco Bandai Games,?,JP
Fighting,THQ,T,NA
Action,Sega,?,JP
Action,Black Bean Games,T,NA
Action,Activision,?,NA
Action,Namco Bandai Games,?,JP
Action,Eidos Interactive,T,NA
Strategy,Electronic Arts,?,NA
Sports,Konami Digital Entertainment,?,EU
Strategy,Take-Two Interactive,T,EU
Puzzle,Scholastic Inc.,E,NA
Strategy,SouthPeak Games,E,NA
Adventure,Atari,M,NA
Sports,Tecmo Koei,?,JP
Platform,Konami Digital Entertainment,E,NA
Role-Playing,Enterbrain,E,Other
Simulation,Crave Entertainment,?,NA
Action,Namco Bandai Games,?,JP
Racing,Sony Computer Entertainment,T,Other
Sports,Konami Digital Entertainment,E,NA
Simulation,Electronic Arts,E,NA
Strategy,Eidos Interactive,?,EU
Sports,Activision,T,NA
Fighting,Konami Digital Entertainment,M,JP
Simulation,Touchstone,E,EU
Racing,Activision,E,NA
Misc,Capcom,?,JP
Platform,Ubisoft,?,NA
Adventure,Konami Digital Entertainment,T,Other
Sports,Take-Two Interactive,E,NA
Sports,Sega,?,JP
Sports,Take-Two Interactive,E10+,NA
Shooter,Electronic Arts,?,NA
Shooter,Konami Digital Entertainment,?,JP
Misc,Ubisoft,E10+,NA
Misc,Ubisoft,E,NA
Shooter,Electronic Arts,M,NA
Role-Playing,Square Enix,?,JP
Misc,Namco Bandai Games,?,JP
Sports,Sony Computer Entertainment,E,NA
Adventure,Enterbrain,?,JP
Adventure,Ubisoft,T,NA
Action,Sega,E10+,NA
Sports,Codemasters,?,EU
Fighting,Spike,?,NA
Role-Playing,Banpresto,?,JP
Platform,Atari,T,NA
Shooter,Atari,M,NA
Misc,UFO Interactive,E,NA
Racing,THQ,E,NA
Misc,Activision,?,NA
Strategy,Tecmo Koei,?,JP
Role-Playing,Nintendo,?,JP
Racing,D3Publisher,E,NA
Platform,Disney Interactive Studios,E,NA
Platform,Capcom,E,NA
Simulation,Capcom,E,NA
Racing,Codemasters,E,EU
Shooter,Interplay,?,EU
Racing,Activision,E,NA
Role-Playing,Ubisoft,M,Other
Role-Playing,Marvelous Interactive,?,JP
Misc,Warner Bros. Interactive Entertainment,?,NA
Simulation,Rising Star Games,?,JP
Sports,Acclaim Entertainment,?,NA
Shooter,Nintendo,?,JP
Platform,Konami Digital Entertainment,?,JP
Misc,TDK Mediactive,E,NA
Racing,Sega,E,NA
Action,Activision,?,NA
Role-Playing,DTP Entertainment,T,NA
Racing,Activision,E,Other
Fighting,Capcom,T,Other
Shooter,Sega,?,JP
Fighting,Atlus,T,JP
Role-Playing,Atlus,?,JP
Sports,Activision,T,NA
Sports,Atari,?,NA
Simulation,Codemasters,T,NA
Action,Activision,E,NA
Strategy,Atari,E,NA
Action,Microsoft Game Studios,T,NA
Sports,Electronic Arts,E,NA
Action,Eidos Interactive,M,NA
Simulation,Tomy Corporation,?,NA
Sports,THQ,E,NA
Platform,Sony Computer Entertainment,E10+,Other
Racing,Namco Bandai Games,E,NA
Action,Ubisoft,T,Other
Fighting,Sega,?,JP
Misc,Activision,E,NA
Adventure,Activision,E,NA
Misc,Hudson Soft,?,JP
Shooter,Vivendi Games,E,NA
Racing,Eidos Interactive,T,Other
Action,Ubisoft,M,EU
Action,Activision,T,NA
Misc,Mindscape,?,EU
Misc,Ubisoft,?,EU
Shooter,Take-Two Interactive,M,NA
Simulation,Focus Home Interactive,E,EU
Platform,Sega,E10+,NA
Fighting,PQube,T,JP
Action,Warner Bros. Interactive Entertainment,E,NA
Role-Playing,Banpresto,E10+,JP
Platform,Activision,E10+,NA
Action,Majesco Entertainment,E10+,NA
Misc,Konami Digital Entertainment,?,JP
Action,THQ,?,NA
Puzzle,Nintendo,?,JP
Shooter,Zoo Games,E,NA
Action,Warner Bros. Interactive Entertainment,E10+,NA
Action,Sega,T,JP
Puzzle,Zoo Digital Publishing,E10+,NA
Misc,Activision,E,NA
Shooter,THQ,T,Other
Platform,Disney Interactive Studios,?,NA
Sports,Activision,T,NA
Puzzle,Sega,?,JP
Action,Tecmo Koei,M,JP
Puzzle,Natsume,E,NA
Role-Playing,Enterbrain,?,JP
Misc,MTV Games,T,Other
Simulation,SouthPeak Games,E,NA
Sports,Sony Computer Entertainment,?,JP
Sports,Sony Computer Entertainment,E,Other
Misc,Ubisoft,T,Other
Action,Namco Bandai Games,?,JP
Role-Playing,Capcom,?,JP
Action,Namco Bandai Games,T,JP
Role-Playing,Ghostlight,M,Other
Action,Electronic Arts,E10+,EU
Adventure,THQ,E10+,NA
Misc,Ubisoft,E,NA
Racing,Disney Interactive Studios,?,NA
Action,Konami Digital Entertainment,?,JP
Misc,Sega,?,JP
Role-Playing,Enix Corporation,?,JP
Shooter,D3Publisher,T,NA
Misc,Ubisoft,E,NA
Sports,Activision Value,T,NA
Adventure,Nippon Ichi Software,?,JP
Action,Ubisoft,M,NA
Platform,Electronic Arts,E,NA
Action,Ubisoft,T,NA
Action,Konami Digital Entertainment,T,NA
Racing,Electronic Arts,E,Other
Sports,Infogrames,E,NA
Racing,Sega,E,JP
Strategy,Deep Silver,T,NA
Misc,Capcom,M,JP
Action,Warner Bros. Interactive Entertainment,T,NA
Fighting,Acclaim Entertainment,T,NA
Sports,Ubisoft,E,NA
Simulation,Majesco Entertainment,E,NA
Shooter,Sega,?,JP
Sports,Acclaim Entertainment,E,NA
Misc,MTV Games,T,NA
Fighting,505 Games,M,Other
Action,Namco Bandai Games,?,JP
Role-Playing,Sega,?,JP
Action,D3Publisher,M,NA
Role-Playing,Sting,E10+,NA
Platform,3DO,E,Other
Misc,Nintendo,?,NA
Action,Tecmo Koei,T,Other
Platform,Ubisoft,E,Other
Adventure,Namco Bandai Games,?,JP
Action,Telstar,?,EU
Action,Capcom,?,JP
Action,Ubisoft,M,EU
Action,Sega,M,NA
Misc,505 Games,E,NA
Simulation,Take-Two Interactive,E,Other
Platform,Infogrames,?,NA
Action,D3Publisher,E,NA
Shooter,LucasArts,?,NA
Misc,Deep Silver,?,EU
Misc,Mud Duck Productions,E,NA
Action,THQ,T,NA
Sports,Ubisoft,E,EU
Sports,Take-Two Interactive,?,Other
Strategy,Tecmo Koei,?,JP
Action,Warner Bros. Interactive Entertainment,E10+,NA
Sports,Enterbrain,?,JP
Misc,Infogrames,?,NA
Puzzle,"Destination Software, Inc",E,NA
Racing,Codemasters,?,NA
Racing,Activision,E,Other
Racing,XS Games,E,Other
Sports,Sega,?,JP
Racing,Sony Computer Entertainment,E,EU
Adventure,PQube,M,JP
Sports,U.S. Gold,?,EU
Simulation,Virgin Interactive,?,EU
Adventure,Sega,?,JP
Puzzle,Funsta,E,NA
Sports,Activision,E,NA
Shooter,Activision,T,NA
Adventure,3DO,?,EU
Misc,505 Games,E,NA
Racing,Electronic Arts,E,Other
Action,Tecmo Koei,T,NA
Fighting,Activision,T,NA
Racing,Black Bean Games,?,EU
Action,Activision,?,NA
Role-Playing,Sega,?,JP
Role-Playing,NEC Interchannel,?,JP
Platform,DreamWorks Interactive,?,EU
Racing,Acclaim Entertainment,E,NA
Action,Namco Bandai Games,?,JP
Misc,Namco Bandai Games,?,JP
Action,Capcom,?,JP
Racing,Activision,E,NA
Strategy,Level 5,?,JP
Role-Playing,Rising Star Games,T,JP
Sports,Sega,?,Other
Shooter,Activision,T,NA
Misc,Ubisoft,E,EU
Shooter,Midway Games,T,NA
Strategy,Konami Digital Entertainment,?,NA
Racing,Destineer,E,NA
Sports,Midway Games,E,NA
Sports,Mastiff,T,NA
Racing,Vivendi Games,E10+,NA
Shooter,Electronic Arts,T,NA
Action,Nippon Ichi Software,E10+,NA
Misc,Capcom,E,NA
Misc,Majesco Entertainment,E,NA
Shooter,Konami Digital Entertainment,?,JP
Role-Playing,Capcom,?,JP
Strategy,Slitherine Software,?,NA
Racing,Microsoft Game Studios,T,NA
Sports,Sony Computer Entertainment,E,Other
Shooter,Ubisoft,M,NA
Fighting,Acclaim Entertainment,T,NA
Sports,Konami Digital Entertainment,?,JP
Shooter,LucasArts,T,NA
Action,Ubisoft,E10+,NA
Puzzle,Square Enix,E,NA
Sports,Konami Digital Entertainment,?,JP
Sports,Gremlin Interactive Ltd,?,EU
Racing,THQ,E,NA
Role-Playing,Namco Bandai Games,?,JP
Platform,Sega,?,JP
Sports,Infogrames,?,EU
Adventure,THQ,?,NA
Action,Square Enix,M,EU
Platform,THQ,E,NA
Sports,Sega,?,JP
Role-Playing,Square Enix,?,JP
Shooter,Konami Digital Entertainment,M,Other
Racing,Atlus,?,JP
Role-Playing,Namco Bandai Games,?,JP
Fighting,Capcom,?,JP
Fighting,Vic Tokai,?,EU
Racing,Activision,?,NA
Racing,Electronic Arts,E,NA
Role-Playing,Capcom,E,NA
Simulation,Electronic Arts,E,NA
Misc,THQ,E,NA
Sports,Take-Two Interactive,E10+,NA
Action,Square Enix ,M,EU
Strategy,Sega,T,Other
Action,PQube,M,JP
Adventure,Human Entertainment,?,JP
Puzzle,Game Factory,E,NA
Action,Namco Bandai Games,?,JP
Puzzle,Eidos Interactive,?,NA
Platform,System 3 Arcade Software,E,NA
Simulation,Konami Digital Entertainment,?,JP
Shooter,Midas Interactive Entertainment,E,EU
Simulation,MTO,?,JP
Action,Electronic Arts,E,NA
Fighting,Human Entertainment,?,JP
Adventure,TDK Mediactive,T,Other
Action,Namco Bandai Games,?,JP
Shooter,D3Publisher,T,NA
Action,Tecmo Koei,T,JP
Action,Acquire,?,NA
Misc,Konami Digital Entertainment,T,NA
Adventure,Sega,?,JP
Fighting,Human Entertainment,?,JP
Racing,Electronic Arts,?,NA
Puzzle,THQ,E,NA
Misc,D3Publisher,?,JP
Fighting,Sammy Corporation,T,Other
Action,Playlogic Game Factory,M,NA
Puzzle,Game Factory,E,NA
Action,Namco Bandai Games,?,JP
Sports,Electronic Arts,E,NA
Shooter,CCP,T,EU
Role-Playing,Namco Bandai Games,?,JP
Platform,Ubisoft,E,Other
Adventure,From Software,?,JP
Role-Playing,505 Games,?,JP
Shooter,Activision,?,EU
Strategy,Ghostlight,T,JP
Simulation,Psygnosis,?,EU
Strategy,Acclaim Entertainment,?,EU
Sports,Atari,E,NA
Role-Playing,Screenlife,M,JP
Fighting,SNK,?,JP
Adventure,Tecmo Koei,?,JP
Action,Activision,E,EU
Action,Namco Bandai Games,?,JP
Fighting,Ignition Entertainment,T,JP
Misc,Graffiti,E,NA
Puzzle,D3Publisher,E10+,Other
Misc,Ubisoft,E,NA
Role-Playing,Activision,?,EU
Racing,Namco Bandai Games,?,Other
Platform,Activision,E,NA
Role-Playing,Tecmo Koei,T,Other
Misc,Sony Computer Entertainment,?,EU
Action,Deep Silver,M,NA
Adventure,Sony Computer Entertainment,E,NA
Platform,Midway Games,E10+,NA
Racing,Zoo Digital Publishing,?,NA
Puzzle,Virgin Interactive,E,EU
Action,Activision,E10+,NA
Misc,THQ,E,NA
Strategy,Bethesda Softworks,E,NA
Sports,Ubisoft,?,EU
Action,Sony Computer Entertainment,T,NA
Sports,Take-Two Interactive,E,NA
Role-Playing,Nintendo,?,JP
Role-Playing,Namco Bandai Games,?,JP
Sports,Konami Digital Entertainment,?,JP
Adventure,Psygnosis,?,EU
Sports,Tru Blu Entertainment,E,EU
Sports,Electronic Arts,E,NA
Action,Electronic Arts,E10+,NA
Puzzle,D3Publisher,E,NA
Strategy,Namco Bandai Games,?,JP
Shooter,Namco Bandai Games,?,JP
Strategy,Tecmo Koei,?,JP
Shooter,THQ,M,NA
Puzzle,Sony Computer Entertainment,?,NA
Role-Playing,Hudson Soft,?,JP
Misc,MTV Games,T,Other
Platform,Microsoft Game Studios,T,NA
Misc,Disney Interactive Studios,E,NA
Action,Namco Bandai Games,?,JP
Action,Namco Bandai Games,?,JP
Misc,Sony Computer Entertainment,T,NA
Action,Namco Bandai Games,?,JP
Shooter,505 Games,T,NA
Shooter,Ubisoft,T,NA
Racing,System 3 Arcade Software,E,Other
Action,Tecmo Koei,M,JP
Puzzle,Namco Bandai Games,E10+,Other
Action,Warner Bros. Interactive Entertainment,E10+,NA
Misc,Sega,?,JP
Racing,BAM! Entertainment,T,NA
Role-Playing,Namco Bandai Games,?,EU
Adventure,Vivendi Games,M,Other
Strategy,Sony Computer Entertainment,E,NA
Racing,D3Publisher,E,NA
Platform,Sony Computer Entertainment,?,JP
Action,THQ,E10+,NA
Action,Namco Bandai Games,E,Other
Shooter,Disney Interactive Studios,E,NA
Adventure,Take-Two Interactive,E10+,Other
Role-Playing,Rocket Company,?,JP
Adventure,Ubisoft,T,Other
Role-Playing,Atlus,?,JP
Strategy,Namco Bandai Games,?,JP
Sports,Bigben Interactive,E,EU
Action,Electronic Arts,E10+,NA
Action,Ubisoft Annecy,M,JP
Sports,Sony Computer Entertainment,E,NA
Racing,Electronic Arts,T,NA
Simulation,DHM Interactive,E,NA
Simulation,Game Life,E,NA
Misc,Mindscape,T,NA
Sports,Electronic Arts,E,NA
Misc,Namco Bandai Games,?,JP
Action,Sony Computer Entertainment,?,JP
Role-Playing,DTP Entertainment,T,NA
Role-Playing,Rising Star Games,E10+,NA
Simulation,Kalypso Media,T,EU
Action,Idea Factory International,T,JP
Adventure,Electronic Arts,M,NA
Racing,Midway Games,T,NA
Adventure,Sega,?,JP
Puzzle,Crave Entertainment,?,NA
Platform,Infogrames,E,EU
Shooter,Vivendi Games,E,NA
Shooter,Sega,T,NA
Simulation,Ubisoft,?,JP
Sports,Atari,E,NA
Platform,Activision,T,NA
Sports,Activision,T,NA
Sports,Crave Entertainment,E10+,NA
Strategy,Namco Bandai Games,?,JP
Role-Playing,Atlus,?,JP
Sports,Tecmo Koei,?,JP
Fighting,Acclaim Entertainment,T,NA
Action,Atari,E,NA
Simulation,Atari,E,NA
Action,Namco Bandai Games,?,JP
Action,THQ,?,NA
Platform,Ubisoft,E,EU
Racing,Activision,E,NA
Sports,Activision,T,NA
Sports,Atari,?,NA
Action,Activision,?,NA
Sports,Acclaim Entertainment,?,NA
Platform,Ubisoft,?,NA
Simulation,Taito,?,Other
Shooter,Activision Value,E10+,NA
Platform,Interplay,?,NA
Racing,Black Bean Games,E10+,EU
Fighting,THQ,T,NA
Role-Playing,Gust,E10+,JP
Sports,Crave Entertainment,?,NA
Fighting,Atari,T,NA
Sports,Take-Two Interactive,E,NA
Action,Capcom,M,JP
Sports,Sega,E,Other
Platform,Take-Two Interactive,E,Other
Racing,THQ,?,NA
Racing,Codemasters,E,NA
Fighting,Namco Bandai Games,?,JP
Fighting,Namco Bandai Games,?,JP
Racing,Zushi Games,E,NA
Action,Marvelous Entertainment,?,JP
Shooter,505 Games,E10+,NA
Sports,THQ,?,EU
Racing,FunSoft,?,EU
Platform,Sega,E,JP
Racing,Codemasters,E,Other
Role-Playing,Banpresto,?,JP
Strategy,Namco Bandai Games,?,JP
Racing,Disney Interactive Studios,E10+,NA
Action,Ubisoft,M,EU
Sports,Konami Digital Entertainment,?,JP
Platform,Brash Entertainment,E10+,Other
Sports,Atari,?,NA
Misc,Vivendi Games,?,NA
Shooter,Konami Digital Entertainment,?,JP
Action,Acclaim Entertainment,M,Other
Adventure,Majesco Entertainment,E,NA
Racing,Rondomedia,E,NA
Action,Codemasters,T,Other
